URL,Product_Name,Is_Dropship,Actual_Is_Dropship,Confidence,Z_Score,Error
https://shop.super-pharm.co.il/food-and-drinks/alcoholic-beverages/spirits-and-liquor/liqueurs/נונו-ביטר-750-מל-כשר-NONO-BITTER/p/mp-00525689,Unknown,ERROR,,0,0,Matches found but visual similarity < 0.35
https://shop.super-pharm.co.il/food-and-drinks/alcoholic-beverages/spirits-and-liquor/liqueurs/סוג'ו-אבטיח-360-מל/p/mp-00525686,Unknown,ERROR,,0,0,No visual matches found globally
https://shop.super-pharm.co.il/food-and-drinks/alcoholic-beverages/spirits-and-liquor/liqueurs/סוג'ו-אשכולית-אדומה-360-מ''ל/p/mp-00525690,Unknown,ERROR,,0,0,Matches found but visual similarity < 0.35
https://shop.super-pharm.co.il/food-and-drinks/alcoholic-beverages/spirits-and-liquor/liqueurs/שנדון-גארדן-שפריץ-187-מל/p/mp-00525653,שנדון גארדן שפריץ 187 מל,No,No,1.63%,0,None
https://shop.super-pharm.co.il/food-and-drinks/alcoholic-beverages/spirits-and-liquor/liqueurs/שנדון-גארדן-שפריץ-750-מל/p/mp-00525652,שנדון גארדן שפריץ 750 מל,No,No,1.54%,0,None
https://shop.super-pharm.co.il/food-and-drinks/alcoholic-beverages/wine/non-alcoholic-wine/ג'י-פי-רוזה-מתוק-ללא-אלכוהול/p/mp-00512380,ג'י פי רוזה מתוק ללא אלכוהול,No,No,0.37%,0,None
https://shop.super-pharm.co.il/health/orthopedics/lumbar-support-cushions-and-waist/כרית-ישיבה-לכסא-לרכב-למשרד-עשויה-MEMORY-FOAM-צבע-שחור/p/mp-00058880,כרית ישיבה לכסא / לרכב / למשרד עשויה MEMORY FOAM - צבע שחור,No,No,0.73%,0.25,None
https://shop.super-pharm.co.il/home/linens-and-bedding/pillows/כרית-ישיבה-ויסקו-עם-שכבת-ג'ל-לקירור-להקלה-בכאבי-גב-תחתון-עצם-הזנב-פתח-U/p/mp-00401294,כרית ישיבה ויסקו  עם שכבת ג'ל לקירור להקלה בכאבי גב תחתון/עצם הזנב פתח U,No,No,0.79%,0,None
https://shop.super-pharm.co.il/cosmetics/cosmetics-brands-care-products/body-care/BOCAGE-דאודורנט-רול-און-בוקאז'/p/343216,BOCAGE דאודורנט רול און בוקאז',No,No,2.94%,-1.09,None
https://shop.super-pharm.co.il/cosmetics/cosmetics-brands-care-products/creams/moisturizer/AHA-BHA-PHA-קרם-פנים-30-הימים-בשילוב-חומצות/p/690362,AHA-BHA-PHA קרם פנים 30 הימים בשילוב חומצות,No,No,1.03%,-0.17,None
https://shop.super-pharm.co.il/cosmetics/cosmetics-brands-care-products/creams/moisturizer/MOISTURE-SURGE-קרם-לחות-במרקם-ג'ל-100-שעות/p/622595,MOISTURE SURGE קרם לחות במרקם ג'ל 100 שעות,No,No,0.79%,-4.75,None
https://shop.super-pharm.co.il/cosmetics/cosmetics-brands-care-products/creams/moisturizer/MOISTURE-SURGE-קרם-לחות-במרקם-ג'ל-100-שעות/p/622596,Unknown,ERROR,,0,0,Scraping failed: HTTPSConnectionPool(host='shop.super-pharm.co.il'. port=443): Read timed out. (read timeout=15)
https://shop.super-pharm.co.il/cosmetics/cosmetics-brands-care-products/creams/moisturizer/REEDLE-SHOT-קרם-לחות-לפנים/p/701982,REEDLE SHOT קרם לחות לפנים,No,No,0.23%,0,None
https://shop.super-pharm.co.il/cosmetics/cosmetics-brands-care-products/creams/moisturizer/REVITALIFT-FILLER קרם-ג'ל/p/672496,REVITALIFT FILLER קרם ג'ל,No,No,1.04%,0.5,None
https://shop.super-pharm.co.il/cosmetics/cosmetics-brands-care-products/creams/moisturizer/קרם-לחות-והזנה-רב-תכליתי/p/595900,קרם לחות והזנה רב תכליתי,No,No,0.39%,0.17,None
https://shop.super-pharm.co.il/cosmetics/cosmetics-brands-care-products/creams/moisturizer/קרם-פנים-לשימוש-יומיומי/p/697149,קרם פנים לשימוש יומיומי,Yes,Yes,96.85%,2.45,None
https://shop.super-pharm.co.il/cosmetics/cosmetics-brands-care-products/face-and-body-masks/PDRN-מסיכת-ג'ל-קולגן-שקופה/p/694137,PDRN מסיכת ג'ל קולגן שקופה,No,No,0.40%,-0.29,None
https://shop.super-pharm.co.il/cosmetics/cosmetics-brands-care-products/face-and-body-masks/מסכת-בד-ויטמין-C-למראה-עור-אחיד-וקורן/p/647174,מסכת בד ויטמין C למראה עור אחיד וקורן,No,No,0.56%,-0.95,None
https://shop.super-pharm.co.il/cosmetics/cosmetics-brands-care-products/face-and-body-masks/מסכת-בד-זהב-למיצוק-וזוהר-לעור/p/647173,מסכת בד זהב למיצוק וזוהר לעור,No,No,0.84%,0,None
https://shop.super-pharm.co.il/cosmetics/cosmetics-brands-care-products/face-and-body-masks/מסכת-לילה-לפנים/p/694136,מסכת לילה לפנים,No,No,0.34%,-0.64,None
https://shop.super-pharm.co.il/cosmetics/cosmetics-brands-care-products/face-and-body-masks/רטיות-לעיניים-זהב/p/711032,רטיות לעיניים - זהב,No,No,0.72%,0.19,None
https://shop.super-pharm.co.il/cosmetics/cosmetics-brands-care-products/facial-cleansing/AHA-BHA-PHA-סט-ניקוי-קצף-%2B-טונר-%2B-סרום-%2B-קרם-לחות/p/690365,AHA-BHA-PHA סט ניקוי קצף + טונר + סרום + קרם לחות,Yes,Yes,99.78%,2.95,None
https://shop.super-pharm.co.il/cosmetics/cosmetics-brands-care-products/facial-cleansing/MICELAR-CLEANSING-WATER-מים-מיסלריים-מסיר-איפור-וניקוי-פנים-לכל-סוגי-העור-ולעור-רגיש/p/466238,MICELAR CLEANSING WATER מים מיסלריים מסיר איפור וניקוי פנים לכל סוגי העור ולעור רגיש,No,No,0.85%,0.21,None
https://shop.super-pharm.co.il/cosmetics/cosmetics-brands-care-products/facial-cleansing/REVITALIFT-FILLER-ג'ל-ניקוי/p/693741,REVITALIFT FILLER ג'ל ניקוי,No,No,2.06%,0.91,None
https://shop.super-pharm.co.il/cosmetics/cosmetics-brands-care-products/facial-cleansing/מדבקות-מאסטר-לטיפול-נקודתי-בעור-הפנים/p/703448,מדבקות מאסטר לטיפול נקודתי בעור הפנים,No,No,0.29%,-1.53,None
https://shop.super-pharm.co.il/cosmetics/cosmetics-brands-care-products/professional-hair/hair-mosterizer/קרם-טיפולי-פרוטיאן-לשיער-ללא-שטיפה/p/689908,קרם טיפולי פרוטיאן לשיער - ללא שטיפה,No,No,0.74%,-0.94,None
https://shop.super-pharm.co.il/cosmetics/cosmetics-brands-care-products/serum-and-skin-care/AGE-PERFECT-LE-DUO-סרום/p/691352,AGE PERFECT LE DUO סרום,No,No,57.22%,1.15,None
https://shop.super-pharm.co.il/cosmetics/cosmetics-brands-care-products/sun-protection/קרם-הגנה-לפנים-SPF50/p/678732,קרם הגנה לפנים SPF50,No,No,0.13%,0,None
https://shop.super-pharm.co.il/cosmetics/eye-makeup/mascara/LASH-SENSATIONAL-BODY-מסקרה-01-שחור/p/709310,LASH SENSATIONAL BODY מסקרה - 01 שחור,Yes,Yes,99.76%,3.35,None
https://shop.super-pharm.co.il/cosmetics/eyebrows-makeup/mascara/PUSH-AND-PULL-מעצב-גבות/p/647264,PUSH AND PULL מעצב גבות,No,No,0.64%,-1.86,None
https://shop.super-pharm.co.il/cosmetics/facial-makeup/concealers/INSTANT-ANTI-AGE-ERASER-קונסילר-עם-כיסוי-עמיד-מטשטש-ומתקן-גוון-02/p/570858,INSTANT ANTI AGE ERASER קונסילר עם כיסוי עמיד מטשטש ומתקן גוון - 02,No,No,0.29%,0.08,None
https://shop.super-pharm.co.il/cosmetics/facial-makeup/concealers/קונסילר-לכיסוי-מלא-01/p/616831,קונסילר לכיסוי מלא 01,No,No,0.51%,-0.85,None
https://shop.super-pharm.co.il/cosmetics/facial-makeup/makeup/מייק-אפ-כרית-אדומה-21N-IVORY/p/691366,מייק אפ כרית אדומה - 21N IVORY,Yes,Yes,99.75%,10.85,None
https://shop.super-pharm.co.il/cosmetics/lip-makeup/lip-gloss/UMAMI-שמן-שפתיים-BERRY-BONANZA/p/647233,UMAMI שמן שפתיים - BERRY BONANZA,No,No,0.39%,-2.65,None
https://shop.super-pharm.co.il/cosmetics/lip-makeup/lipstick/קיט-עפרון-שפתיים-%2B-שפתון-נוזלי-BARE-700/p/647471,קיט עפרון שפתיים + שפתון נוזלי - BARE 700,No,No,0.71%,-0.22,None
https://shop.super-pharm.co.il/cosmetics/lip-makeup/lipstick/שפתון-נוזלי-מתקלף-לשפתיים-BRICK-ROSE/p/689151,שפתון נוזלי מתקלף לשפתיים - BRICK ROSE,No,No,0.50%,0,None
https://shop.super-pharm.co.il/cosmetics/nail-care/nail-polish/COUTURE-TOP-COAT-כיסוי-לק/p/561041,COUTURE TOP COAT כיסוי לק,No,No,0.67%,-0.24,None
https://shop.super-pharm.co.il/cosmetics/perfumes/men/1-MILLION-NIGHT-ELIXIR-אקסטרט-דה-פרפיום-לגבר/p/711748,1 MILLION NIGHT ELIXIR אקסטרט דה פרפיום לגבר,No,No,1.50%,0,None
https://shop.super-pharm.co.il/cosmetics/perfumes/women/ICONIC-SUBLIME-א-ד-פ-לאשה/p/711502,ICONIC SUBLIME א.ד.פ לאשה,Yes,Yes,99.75%,30.01,None
https://shop.super-pharm.co.il/care/facial-skin-care/facial-serum/CICA-סרום-מתקן/p/689529,CICA סרום מתקן,No,No,0.42%,0,None
https://shop.super-pharm.co.il/care/facial-skin-care/facial-serum/אפקלאר-דואו-סרום/p/623552,אפקלאר דואו סרום,No,No,0.42%,0,None
https://shop.super-pharm.co.il/care/facial-skin-care/facial-serum/דיילי-רוטין-אקווה-סרום-369/p/664972,דיילי רוטין אקווה סרום 369,No,No,0.44%,0,None
https://shop.super-pharm.co.il/care/facial-skin-care/facial-serum/דיילי-רוטין-סרום-טיפוח/p/321534,דיילי רוטין סרום טיפוח,No,No,0.55%,0,None
https://shop.super-pharm.co.il/care/facial-skin-care/facial-serum/היאלו-B5-סרום-עיניים/p/700011,היאלו B5 סרום עיניים,No,No,0.51%,-0.44,None
https://shop.super-pharm.co.il/care/facial-skin-care/facial-serum/היאלו-B5-סרום-פעיל-במיוחד/p/705634,היאלו B5 סרום פעיל במיוחד,Yes,Yes,99.79%,4.56,None
https://shop.super-pharm.co.il/care/facial-skin-care/facial-serum/הידרביו-סרום/p/579369,הידרביו סרום,No,No,0.52%,0,None
https://shop.super-pharm.co.il/care/facial-skin-care/facial-serum/היסאק-סרום-לחידוש-העור-בוסטר-להפחתת-נטייה-לפצעונים/p/700134,היסאק סרום לחידוש העור - בוסטר להפחתת נטייה לפצעונים,No,No,1.10%,0,None
https://shop.super-pharm.co.il/care/facial-skin-care/facial-serum/מארז-סרומים-REPAIR%2BANTI-AGING/p/700312,מארז סרומים REPAIR+ANTI-AGING,No,No,0.45%,0,None
https://shop.super-pharm.co.il/care/facial-skin-care/facial-serum/מינרל-89-בוסטר-במרקם-ג'ל-לפנים/p/582705,מינרל 89 בוסטר במרקם ג'ל לפנים,No,No,1.07%,-0.32,None
https://shop.super-pharm.co.il/care/facial-skin-care/facial-serum/נאובדיול-מנו-5-בי-סרום-לטיפול-מקיף-בגיל-המעבר-ואחריו-מיצוק%26גוון/p/672325,נאובדיול מנו 5 בי סרום לטיפול מקיף בגיל המעבר ואחריו - מיצוק&גוון,No,No,0.59%,0.68,None
https://shop.super-pharm.co.il/care/facial-skin-care/facial-serum/סרום-ANTI-AGING-רטינול-%2B-קולגן/p/680996,סרום ANTI-AGING רטינול + קולגן,Yes,Yes,99.73%,5.17,None
https://shop.super-pharm.co.il/care/facial-skin-care/facial-serum/סרום-HYDRATION-חומצה-היאלורונית-2%-%2B-פפטידים/p/680994,סרום HYDRATION חומצה היאלורונית 2% + פפטידים,No,No,1.38%,0,None
https://shop.super-pharm.co.il/care/facial-skin-care/facial-serum/סרום-PDRN-פעיל/p/709180,סרום PDRN פעיל,No,No,1.00%,0,None
https://shop.super-pharm.co.il/care/facial-skin-care/facial-serum/סרום-REPAIR-ניאצינמיד-טהור-10%-%2B-ויטמין-B5/p/680995,סרום REPAIR ניאצינמיד טהור 10% + ויטמין B5,No,No,0.38%,0,None
https://shop.super-pharm.co.il/care/facial-skin-care/facial-serum/סרום-הבהרה-10%-ויטמין-סי-C-ME/p/679468,סרום הבהרה 10% ויטמין סי- C ME,No,No,3.57%,-0.1,None
https://shop.super-pharm.co.il/care/facial-skin-care/facial-serum/סרום-ויטמין-C-לחידוש-מראה-העור/p/707415,סרום ויטמין C לחידוש מראה העור,No,No,3.53%,0,None
https://shop.super-pharm.co.il/care/facial-skin-care/facial-serum/סרום-ויטמין-C12-טהור/p/707792,סרום ויטמין C12 טהור,No,No,7.06%,1.23,None
https://shop.super-pharm.co.il/care/facial-skin-care/facial-serum/סרום-חומצה-היאלורונית-FILLER-OR/p/597654,סרום חומצה היאלורונית FILLER OR,No,No,0.55%,0,None
https://shop.super-pharm.co.il/care/facial-skin-care/facial-serum/סרום-יום-למיצוק-העור-REVIVE-ME/p/679476,סרום יום למיצוק העור- REVIVE ME,No,No,0.37%,0,None
https://shop.super-pharm.co.il/care/facial-skin-care/facial-serum/סרום-לעיניים/p/677924,סרום לעיניים,Yes,Yes,99.60%,7.58,None
https://shop.super-pharm.co.il/care/facial-skin-care/facial-serum/סרום-מים-טרמליים-בוסטר-חומצה-היאלורונית/p/700119,סרום מים טרמליים בוסטר חומצה היאלורונית,Yes,Yes,99.70%,35.65,None
https://shop.super-pharm.co.il/care/facial-skin-care/facial-serum/סרום-ניאצינמיד-5%/p/677922,סרום ניאצינמיד 5%,Yes,Yes,99.82%,11.38,None
https://shop.super-pharm.co.il/care/facial-skin-care/facial-serum/סרום-עיניים-לטשטוש-כהויות/p/677923,סרום עיניים לטשטוש כהויות,No,No,0.37%,0,None
https://shop.super-pharm.co.il/care/facial-skin-care/facial-serum/סרום-עם-חומצה-היאלורונית/p/676051,סרום עם חומצה היאלורונית,No,No,5.23%,0.01,None
https://shop.super-pharm.co.il/care/facial-skin-care/facial-serum/סרום-עם-רטינול-לחידוש-מראה-העור/p/707416,סרום עם רטינול לחידוש מראה העור,No,No,1.07%,0,None
https://shop.super-pharm.co.il/care/facial-skin-care/facial-serum/סרום-פנים-אנטי-אייג'ינג-מועשר-בויטמין-C/p/643225,סרום פנים אנטי אייג'ינג מועשר בויטמין C,No,No,0.98%,-1.09,None
https://shop.super-pharm.co.il/care/facial-skin-care/facial-serum/סרום-פנים-מועשר-בחומצה-היאלורונית/p/643226,סרום פנים מועשר בחומצה היאלורונית,No,No,4.09%,0,None
https://shop.super-pharm.co.il/care/facial-skin-care/facial-serum/סרום-פפטידים/p/697133,סרום פפטידים,No,No,0.45%,-0.6,None
https://shop.super-pharm.co.il/care/facial-skin-care/facial-serum/רטינול-B3-סרום/p/709036,רטינול B3 סרום,No,No,0.93%,0,None
https://shop.super-pharm.co.il/health/orthopedics/lumbar-support-cushions-and-waist/כרית-ישיבה-לכסא-לרכב-למשרד-עשויה-MEMORY-FOAM-צבע-שחור/p/mp-00058880,כרית ישיבה לכסא / לרכב / למשרד עשויה MEMORY FOAM - צבע שחור,No,No,0.73%,0.25,None
https://shop.super-pharm.co.il/home/linens-and-bedding/pillows/כרית-ישיבה-ויסקו-עם-שכבת-ג'ל-לקירור-להקלה-בכאבי-גב-תחתון-עצם-הזנב-פתח-U/p/mp-00401294,כרית ישיבה ויסקו  עם שכבת ג'ל לקירור להקלה בכאבי גב תחתון/עצם הזנב פתח U,Yes,Yes,99.66%,35.59,None
https://shop.super-pharm.co.il/health/orthopedics/lumbar-support-cushions-and-waist/כרית-ישיבה-לכסא-לרכב-למשרד-עשויה-MEMORY-FOAM-צבע-שחור/p/mp-00058880,כרית ישיבה לכסא / לרכב / למשרד עשויה MEMORY FOAM - צבע שחור,No,No,0.73%,0.25,None
https://shop.super-pharm.co.il/home/linens-and-bedding/pillows/כרית-ישיבה-ויסקו-עם-שכבת-ג'ל-לקירור-להקלה-בכאבי-גב-תחתון-עצם-הזנב-פתח-U/p/mp-00401294,כרית ישיבה ויסקו  עם שכבת ג'ל לקירור להקלה בכאבי גב תחתון/עצם הזנב פתח U,Yes,Yes,99.66%,37.4,None
https://shop.super-pharm.co.il/toys-and-games/toys/robotic-toys/Future-dog-רובוט-כלב-חכם-נטען-עם-מגוון-של-פעולות-רבות/p/mp-00432333,Future dog  רובוט כלב חכם -נטען עם מגוון של פעולות רבות,No,No,0.67%,0.75,None
https://shop.super-pharm.co.il/toys-and-games/toys/robotic-toys/אל-תעיר-את-רקסי-הכלב-–-משחק-מתח-מצחיק-וקופצני-לכל-המשפחה!/p/mp-00371212,אל תעיר את רקסי הכלב – משחק מתח מצחיק וקופצני לכל המשפחה!,No,No,0.52%,-0.54,None
https://shop.super-pharm.co.il/toys-and-games/toys/robotic-toys/טובוט-Mini-Wild-Chief-מיני-ווילד-צ'יף-רובוט-לוחם-שמשתנה-לג'יפ/p/mp-00335849,טובוט Mini Wild Chief מיני ווילד צ'יף - רובוט לוחם שמשתנה לג'יפ,No,No,0.51%,-0.69,None
https://shop.super-pharm.co.il/toys-and-games/toys/robotic-toys/מייקי-–-הרובוט-AI-החברתי-החכם-לילדים-|-מעולה-ללמידה-ושעשוע/p/mp-00471780,מייקי – הרובוט AI החברתי החכם לילדים | מעולה ללמידה ושעשוע,No,No,0.92%,-1.07,None
https://shop.super-pharm.co.il/toys-and-games/toys/robotic-toys/משגר-מטוס-סוניק/p/mp-00417209,משגר מטוס סוניק,No,No,0.56%,-0.9,None
https://shop.super-pharm.co.il/toys-and-games/toys/robotic-toys/רובו-אלייב-מתקפת-הכרישים-Zuru/p/mp-00327363,רובו אלייב מתקפת הכרישים - Zuru,No,No,4.91%,1.1,None
https://shop.super-pharm.co.il/toys-and-games/toys/robotic-toys/רובוט-חוקר-החלל/p/mp-00346393,רובוט חוקר החלל,No,No,24.67%,1.82,None
https://shop.super-pharm.co.il/toys-and-games/toys/robotic-toys/רובוט-מגה-לוחם/p/mp-00346394,רובוט מגה לוחם,Yes,Yes,99.72%,14.04,None
https://shop.super-pharm.co.il/toys-and-games/toys/robotic-toys/רובוט-עם-שלט-חכם-Machina-Lifeguard-Robot/p/mp-00432332,רובוט עם שלט חכם Machina Lifeguard Robot,No,No,0.59%,-0.23,None
https://shop.super-pharm.co.il/toys-and-games/toys/toy-weapons-and-gadgets/3-גלילי-נייר-למצלמה-מדפיסה-מובייל/p/mp-00251533,Unknown,ERROR,No,0,0,No visual matches found globally
https://shop.super-pharm.co.il/toys-and-games/toys/toy-weapons-and-gadgets/אוזניות-Over-Ear-אלחוטיות-לילדים-JBL-ג'יי-בי-אל-JR-460NC-כחול/p/mp-00327405,אוזניות Over Ear אלחוטיות לילדים JBL ג'יי בי אל JR 460NC כחול,No,No,1.75%,0,None
https://shop.super-pharm.co.il/toys-and-games/toys/toy-weapons-and-gadgets/אוזניות-גיימינג-לנינטנדו-Nacon/p/mp-00328435,אוזניות גיימינג לנינטנדו - Nacon,No,No,21.46%,1.7,None
https://shop.super-pharm.co.il/toys-and-games/toys/toy-weapons-and-gadgets/אוזניות-חוטיות-ל-PS5-ו-Nacon-PS4/p/mp-00328434,אוזניות חוטיות ל-PS5 ו-Nacon - PS4,Yes,Yes,99.82%,28.7,None
https://shop.super-pharm.co.il/toys-and-games/toys/toy-weapons-and-gadgets/אוזניות-חוטיות-ל-XBOX-ONE-ו-Nacon-XBOX/p/mp-00327394,אוזניות חוטיות ל-XBOX ONE ו-Nacon - XBOX,No,No,0.42%,-0.4,None
https://shop.super-pharm.co.il/toys-and-games/toys/toy-weapons-and-gadgets/אוזניות-קשת-חוטיות-Moki/p/mp-00328433,אוזניות קשת חוטיות - Moki,No,No,46.35%,1.85,None
https://shop.super-pharm.co.il/toys-and-games/toys/toy-weapons-and-gadgets/אוזניות-קשת-חוטיות-הלו-קיטי-OTL/p/mp-00327397,אוזניות קשת חוטיות הלו קיטי - OTL,No,No,1.06%,-0.57,None
https://shop.super-pharm.co.il/toys-and-games/toys/toy-weapons-and-gadgets/אוזניות-קשת-חוטיות-סופר-מריו-לבן-OTL/p/mp-00327385,אוזניות קשת חוטיות סופר מריו לבן - OTL,No,No,1.59%,-0.57,None
https://shop.super-pharm.co.il/toys-and-games/toys/toy-weapons-and-gadgets/אקס-שוט-אי-שפיות-קליפ-ממונע-Zuru/p/mp-00327383,אקס שוט אי שפיות - קליפ ממונע - Zuru,No,No,1.83%,0,None
https://shop.super-pharm.co.il/toys-and-games/toys/toy-weapons-and-gadgets/אקס-שוט-סקינים-גריפר-Zuru/p/mp-00327384,אקס שוט סקינים - גריפר - Zuru,No,No,0.54%,-0.09,None
https://shop.super-pharm.co.il/toys-and-games/toys/toy-weapons-and-gadgets/אקס-שוט-פרו-סיניסטר-Zuru/p/mp-00327400,אקס שוט פרו - סיניסטר - Zuru,No,No,0.27%,-1.18,None
https://shop.super-pharm.co.il/toys-and-games/toys/toy-weapons-and-gadgets/אקס-שוט-פרו-פיסטול-Zuru/p/mp-00327406,אקס שוט פרו - פיסטול - Zuru,No,No,0.94%,-0.83,None
https://shop.super-pharm.co.il/toys-and-games/toys/toy-weapons-and-gadgets/אקס-שוט-ריינג'ר-Zuru/p/mp-00327393,אקס שוט ריינג'ר - Zuru,Yes,Yes,99.66%,5.78,None
https://shop.super-pharm.co.il/toys-and-games/toys/toy-weapons-and-gadgets/מילוי-6-צבעים-חמים-לעט-תלת-מימד-My-First/p/mp-00352917,מילוי 6 צבעים חמים לעט תלת מימד - My First,No,No,0.75%,0,None
https://shop.super-pharm.co.il/toys-and-games/toys/toy-weapons-and-gadgets/מילוי-6-צבעים-קרים-לעט-תלת-מימד-My-First/p/mp-00352919,מילוי 6 צבעים קרים לעט תלת מימד - My First,No,No,0.39%,-0.58,None
https://shop.super-pharm.co.il/toys-and-games/toys/toy-weapons-and-gadgets/מצלמה-עמידה-למים-כחולה-Agfa/p/mp-00324731,מצלמה עמידה למים כחולה - Agfa,No,No,0.89%,0,None
https://shop.super-pharm.co.il/toys-and-games/toys/toy-weapons-and-gadgets/עט-תלת-מימד-מובייל/p/mp-00146455,עט תלת מימד - מובייל,No,No,0.56%,-0.48,None
https://shop.super-pharm.co.il/toys-and-games/toys/toy-weapons-and-gadgets/עט-תלת-מימד-עם-תצוגה-כחול-My-First/p/mp-00352918,עט תלת מימד עם תצוגה כחול - My First,Yes,Yes,99.78%,12.78,None
https://shop.super-pharm.co.il/toys-and-games/toys/toy-weapons-and-gadgets/רובה-חצים-Nerf-Fortnite-Ir/p/mp-00427835,רובה חצים Nerf Fortnite Ir,No,No,3.14%,0,None
https://shop.super-pharm.co.il/toys-and-games/toys/toy-weapons-and-gadgets/רובה-כדורי-ג'לי-צבעוני-אוטומט-כחול/p/mp-00359697,רובה כדורי ג'לי צבעוני אוטומט- כחול,No,No,2.71%,1.17,None
https://shop.super-pharm.co.il/toys-and-games/toys/toy-weapons-and-gadgets/רובוט-צעצוע-המופעל-באמצעות-אפליקציה-ומתחבר-ל-Ai-צ'ט-GPT-ולמודלים-אחרים/p/mp-00480357,רובוט צעצוע המופעל באמצעות אפליקציה ומתחבר ל Ai  צ'ט GPT ולמודלים אחרים,No,No,0.39%,-0.47,None
